kanji	yomi
神経	しんけい
神経性無食欲症	しんけいせいむしょくよくしょう
禁	きん
禁止	きんし
福祉	ふくし
福祉六法	ふくしろっぽう
福祉用具	ふくしようぐ
福祉電話	ふくしでんわ
私	わたし
秘密保持義務	ひみつほじぎむ
移	うつり
移乗	いじょう
移動	いどう
移行	いこう
程度	ていど
種類	しゅるい
積極的	せっきょくてき
空気	くうき
窓	まど
窓口	まどぐち
立	たち
立位	りつい
立場	たちば
立案	りつあん
端	はし
端座位	たんざい
笑顔	えがお
第	だい
第一号通所事業	だいいちごうつうしょじぎょう
第二反抗期	だいにはんこうき
筋力	きんりょく
筋固縮	きんこしゅく
筋線維	きんせんい
筋肉	きんにく
筋萎縮性側索硬化症	きんいしゅくせいじくさくこうかしょう
策定	さくてい
策定後	さくていご
管理	かんり
管理責任者	かんりせきにんしゃ
範囲	はんい
精神保健	せいしんほけん
精神障害者	せいしんしょうがいしゃ
糖尿病	とうにょうびょう
紙	かみ
紫外線	しがいせん
細	ほそい
細胞	さいぼう
終	おわり
終了	しゅうりょう
終末期	しゅうまつき
終身	しゅうしん
組	くみ
組合	くみあい
組織	そしき
経口摂取	けいこうせっしゅ
経管栄養	けいかんえいよう
経管栄養中	けいかんえいようちゅう
経過	けいか
経過的軽費老人	けいかてきけいひろうじん
経験	けいけん
経鼻経管栄養	けいびけいかんえいよう
結婚	けっこん
結晶性知能	けっしょうせいちのう
結果	けっか
結核	けっかく
絞	しぼり
給与	きゅうよ
給付	きゅうふ
絨毛	じゅうもう
統合化	とうごうか
絵	え
絹製品	きぬせいひん
継続	けいぞく
続	つづ
網膜	もうまく
綿	めん
緊張感	きんちょうかん
総合	そうごう
総合問題	そうごうもんだい
総合的	そうごうてき
総義歯	そうぎし
線検査	せんけんさ
編成	へんせい
縁	ふち
縦	たて
繊維	せんい
缶詰	かんづめ
置い	おい
置か	おか
置く	おく
羞恥心	しゅうちしん
義務	ぎむ
義歯	ぎし
習慣	しゅうかん
老人	ろうじん
老化	ろうか
老年症候群	ろうねんしょうこうぐん
老性自覚	ろうせいじかく
考	かんが
考慮	こうりょ
者	もの
耐	たえ
耳介	じかい
耳垢	じこう
聞	き
聴	き
聴力	ちょうりょく
聴神経	ちょうしんけい
聴覚	ちょうかく
聴覚障害	ちょうかくしょうがい
聴覚障害者	ちょうかくしょうがいしゃ
職	しょく
職員	しょくいん
職場	しょくば
職場環境	しょくばかんきょう
職業倫理	しょくぎょうりんり
職種	しょくしゅ
肉	にく
肉入	にくいり
肩	かた
肩関節	かたかんせつ
育	そだ
肺	はい
肺炎球菌	はいえんきゅうきん
胃	い
胃液分泌	いえきぶんぴつ
背中	せなか
背臥位	はいがい
背部	はいぶ
胸	むね
胸膜	きょうまく
胸部	きょうぶ
胸骨	きょうこつ
胸骨圧迫	きょうこつあっぱく
能力	のうりょく
脂質異常症	ししついじょうしょう
脈拍	みゃくはく
脊髄	せきずい
脚	あし
脱水	だっすい
脳	のう
脳出血	のうしゅっけつ
脳性麻痺	のうせいまひ
脳梗塞	のうこうそく
脳神経	のうしんけい
脳細胞	のうさいぼう
腎機能	じんきのう
腕	うで
腸	ちょう
腸蠕動	ちょうぜんどう
腹部	ふくぶ
腹部膨満感	ふくぶぼうまんかん
膝	ひざ
膣	ちつ
臥床	がしょう
臨床的認知症尺度	りんしょうてきにんちしょうしゃくど
自	みずか
自主的	じしゅてき
自分	じぶん
自力摂取	じりきせっしゅ
自助具	じじょぐ
自宅	じたく
自室	じしつ
自己	じこ
自己中心性	じこちゅうしんせい
自己免疫	じこめんえき
自己同一性	じこどういつせい
自己愛	じこあい
自己覚知	じこかくち
自己開示	じこかいじ
自己防衛	じこぼうえい
自我	じが
自由	じゆう
自立	じりつ
自立度	じりつど
自立支援	じりつしえん
自立支援給付	じりつしえんきゅうふ
自立生活援助	じりつせいかつえんじょ
自立観	じりつかん
自責	じせき
自走	じそう
自身	じしん
自閉症	じへいしょう
興味	きょうみ
興奮	こうふん
舌	した
舌下神経	ぜっかしんけい
舌先	したさき
良	よ
良好	りょうこう
苛立	いらだ
若	わかい
若年性	じゃくねんせい
苦情	くじょう
苦手	にがて
茶	ちゃ
菌	きん
著	いちじる
蒸	む
虐待	ぎゃくたい
蠕動運動	ぜんどううんどう
血圧	けつあつ
血液	けつえき
血管性認知症	けっかんせいにんちしょう
行	おこな
行動	こうどう
行動援護	こうどうえんご
行政	ぎょうせい
行為	こうい
衣装	いしょう
衣類	いるい
表	ひょう
表出	ひょうしゅつ
表情	ひょうじょう
表皮	ひょうひ
表面	ひょうめん
表面化	ひょうめんか
衰	おとろえ
袋	ふくろ
被災者	ひさいしゃ
装甲	そうこう
装置	そうち
補	おぎな
補給	ほきゅう
補聴器	ほちょうき
補装具	ほそうぐ
補足	ほそく
補高便座	ほこうべんざ
複数	ふくすう
要	かなめ
要介護	ようかいご
要介護者	ようかいごしゃ
要介護認定	ようかいごにんてい
要因	よういん
要支援	ようしえん
要望	ようぼう
要要約筆記	ようやくひっき
要配慮	ようはいりょ
見	み
見守	みまも
見当識	けんとうしき
見当識障害	けんとうしきしょうがい
規定	きてい
視力低下	しりょくていか
視床下部	ししょうかぶ
視点	してん
視覚	しかく
視覚情報	しかくじょうほう
視覚障害	しかくしょうがい
視覚障害者	しかくしょうがいしゃ
覚	おぼえ
覚知	かくち
覚醒	かくせい
親族	しんぞく
観念失行	かんねんしっこう
観点	かんてん
角質層	かくしつそう
解散	かいさん
解決	かいけつ
解釈	かいしゃく
解除	かいじょ
触	ふれ
言	い
言葉	ことば
言語	げんご
言語的	げんごてき
計画	けいかく
計画書	けいかくしょ
訓練	くんれん
訓練等給付	くんれんとうきゅうふ
記念品	きねんひん
記憶	きおく
記載	きさい
記述	きじゅつ
記録	きろく
訪問	ほうもん
訪問介護員	ほうもんかいごいん
訪問介護計画	ほうもんかいごけいかく
訪問回数	ほうもんかいすう
訪問型	ほうもんがた
訪室	ほうしつ
設	もうけ
設備	せつび
設備基準	せつびきじゅん
設立時	せつりつじ
設置	せっち
訴	うった
診断	しんだん
診療所	しんりょうじょ
評価	ひょうか
評価日	ひょうかび
評議員会	ひょうぎいんかい
話	はな
話し合う	はなしあう
話す	はなす
話そ	はなそ
該当	がいとう
詳	くわ
認	みと
認可	にんか
認定	にんてい
認定結果	にんていけっか
認定調査員	にんていちょうさいん
認知	にんち
認知機能	にんちきのう
認知機能障害	にんちきのうしょうがい
認知症	にんちしょう
認知症初期集中支援	にんちしょうしょきしゅうちゅうしえん
認知症対応型共同生活介護	にんちしょうたいおうがたきょうどうせいかつかいご
認知症施策推進大綱	にんちしょうしさくすいしんたいこう
認知症疾患医療	にんちしょうしっかんいりょう
認知症高齢者	にんちしょうこうれいしゃ
認知症高齢者等	にんちしょうこうれいしゃとう
認識	にんしき
誘	さそ
誘導	ゆうどう
語彙爆発	ごいばくはつ
誤嚥	ごえん
説得	せっとく
説明	せつめい
説明書	せつめいしょ
読	よ
誰	だれ
課題	かだい
課題解決	かだいかいけつ
調整	ちょうせい
調査	ちょうさ
調理	ちょうり
調理中	ちょうりちゅう
調節	ちょうせつ
請求	せいきゅう
負担	ふたん
財布	さいふ
財源	ざいげん
財産	ざいさん
財産権	ざいさんけん
責任	せきにん
責任者	せきにんしゃ
貯留物	ちょりゅうぶつ
貯金	ちょきん
買物	かいもの
貸与	たいよ
貼	は
賃金	ちんぎん
資料	しりょう
資格取得	しかくしゅとく
資格更新研修	しかくこうしんけんしゅう
資源	しげん
資産	しさん
資質向上	ししつこうじょう
賞味期限	しょうみきげん
質	しつ
質問	しつもん
購入	こうにゅう
赤	あか
起	お
起床	きしょう
起床後	きしょうご
起床時	きしょうじ
趣味	しゅみ
足	あし
踵	かかと
身	み
身体	しんたい
身体構造	しんたいこうぞう
身体機能	しんたいきのう
身体活動	しんたいかつどう
身体的	しんたいてき
身体障害者	しんたいしょうがいしゃ
身体障害者手帳	しんたいしょうがいしゃてちょう
身元保証	みもとほしょう
身振	みぶ
車	くるま
軟化	なんか
転院	てんいん
軽度	けいど
軽減	けいげん
辞	じ
込	こ
近	ちか
近所	きんじょ
近時記憶	きんじきおく
近隣	きんりん
返	かえ
返答	へんとう
迷走神経	めいそうしんけい
退職	たいしょく
退職後	たいしょくご
退院後	たいいんご
逃	にげ
逆流	ぎゃくりゅう
途中	とちゅう
通し	とおし
通じ	つうじ
通常	つうじょう
通所	つうしょ
通所型	つうしょがた
通過	つうか
速や	すみや
造設	ぞうせつ
連れて行った	つれていった
連携	れんけい
連絡	れんらく
週	しゅう
週所定労働時間	しゅうしょていろうどうじかん
週間	しゅうかん
週間前	しゅうかんまえ
週間取得	しゅうかんしゅとく
進捗	しんちょく
進行	しんこう
遂行	すいこう
遂行機能障害	すいこうきのうしょうがい
運動	うんどう
運動失調	うんどうしっちょう
運動神経	うんどうしんけい
過	す
過去	かこ
過程	かてい
達成	たっせい
達成状況	たっせいじょうきょう
適	てき
適切	てきせつ
適応	てきおう
遵守	じゅんしゅ
選	えら
選択	せんたく
避	さ
避難	ひなん
避難所	ひなんじょ
部位	ぶい
部分床	ぶぶんしょう
部屋	へや
都合	つごう
都道府県	とどうふけん
配	くば
配布	はいふ
配慮	はいりょ
配膳	はいぜん
配食	はいしょく
酢	す
酸素系	さんそけい
重	おもい
重度	じゅうど
重症度分類	じゅうしょうどぶんるい
重要	じゅうよう
量	りょう
金	かね
金銭	きんせん
金銭管理	きんせんかんり
鍵	かぎ
鑑別診断	かんべつしんだん
長	なが
長年飼	ながねんかい
長所	ちょうしょ
長期化	ちょうきか
長期間	ちょうきかん
長生	ながい
長男	ちょうなん
閉	と
閉じ	とじ
開	ひら
開催	かいさい
開始	かいし
間	あいだ
関す	かんす
関わ	かかわ
関与	かんよ
関係	かんけい
関係書類	かんけいしょるい
関心	かんしん
関節	かんせつ
関節痛	かんせつつう
関節運動	かんせつうんどう
関連	かんれん
関連付	かんれんづ
閲覧	えつらん
防	ふせ
防災	ぼうさい
防災士	ぼうさいし
防災対策	ぼうさいたいさく
防虫剤	ぼうちゅうざい
限定	げんてい
限度額	げんどがく
除	のぞ
除去	じょきょ
除外	じょがい
除湿機	じょしつき
陰部	いんぶ
陳列棚	ちんれつだな
階段	かいだん
随時	ずいじ
随時対応型訪問介護看護	ずいじたいおうがたほうもんかいごかんご
隙間	すきま
障害	しょうがい
障害児入所支援	しょうがいじにゅうしょしえん
障害児支援	しょうがいじしえん
障害児支援利用計画	しょうがいじしえんりようけいかく
障害児通所支援	しょうがいじつうしょしえん
障害支援区分	しょうがいしえんくぶん
障害福祉	しょうがいふくし
障害者	しょうがいしゃ
障害者基本計画	しょうがいしゃきほんけいかく
障害者差別解消法	しょうがいしゃさべつかいしょうほう
障害者総合支援法	しょうがいしゃそうごうしえんほう
隣	とな
集	あつま
集中	しゅうちゅう
集団生活	しゅうだんせいかつ
集約	しゅうやく
雇用	こよう
雇用保険制度	こようほけんせいど
雇用義務	こようぎむ
難	むずか
難病情報	なんびょうじょうほう
難聴	なんちょう
雰囲気	ふんいき
電話	でんわ
需要	じゅよう
震	ふる
静	しず
静脈	じょうみゃく
非	ひ
非常食	ひじょうしょく
面接	めんせつ
音	おと
音声	おんせい
音楽	おんがく
頃	ころ
項目	こうもく
順	じゅん
順番	じゅんばん
預か	あずか
頑固	がんこ
頭受	あたまう
頭部	とうぶ
頸部	けいぶ
頼	たの
顎	あご
顔	かお
顔貌	がんぼう
顔面神経	がんめんしんけい
願い	ねがい
類	るい
食べ	たべ
食事	しょくじ
食事後	しょくじご
食品	しょくひん
食器	しょっき
食堂	しょくどう
食材	しょくざい
食物	しょくもつ
食道	しょくどう
飯	はん
飲	のみ
飲み物	のみもの
飲料水	いんりょうすい
飲酒	いんしゅ
飲食店	いんしょくてん
飲食物	いんしょくぶつ
飼	かい
養護	ようご
養護老人	ようごろうじん
香	かおり
骨盤底筋	こつばんていきん
骨粗鬆症	こつそしょうしょう
高ま	たかま
高次脳機能障害	こうじのうきのうしょうがい
高温浴	こうおんよく
高血圧	こうけつあつ
高血圧症	こうけつあつしょう
高音域	こうおんいき
高齢	こうれい
高齢者	こうれいしゃ
高齢者住	こうれいしゃじゅう
高齢者向	こうれいしゃむけ
高齢者等	こうれいしゃとう
高齢者虐待防止法	こうれいしゃぎゃくたいぼうしほう
麻痺	まひ
鼻	はな
鼻毛	はなげ
鼻腔	びくう
統一	とういつ
委員会	いいんかい
高ストレス	こうストレス
民法	みんぽう
扶養	ふよう
養子	ようし
養親	ようしん
