kanji	yomi
握力	あくりょく
援助	えんじょ
揺	ゆ
損傷	そんしょう
損傷部位	そんしょうぶい
搬送	はんそう
携帯用会話補助装置	けいたいようかいわほじょそうち
摂取	せっしゅ
摂食嚥下	せっしょくえんげ
撤廃	てっぱい
操作	そうさ
支	ささ
支度	したく
支払	しはらい
支持的	しじてき
支援	しえん
支援内容	しえんないよう
支援方針	しえんほうしん
支援法	しえんほう
支点	してん
支給	しきゅう
支給限度額	しきゅうげんどがく
支配	しはい
支障	ししょう
改修	かいしゅう
改善	かいぜん
改訂長谷川式認知症	かいていはせがわしきにんちしょう
改革	かいかく
放課後等	ほうかごとう
政治	せいじ
故人	こじん
敏感	びんかん
救急	きゅうきゅう
救急搬送	きゅうきゅうはんそう
救急蘇生法	きゅうきゅうそせいほう
教	おしえ
教室	きょうしつ
散歩	さんぽ
散歩仲間	さんぽなかま
敬老	けいろう
数	かず
数年	すうねん
数日前	すうじつまえ
数日間観察	すうじつかんかんさつ
数秒程度	すうびょうていど
数週間	すうしゅうかん
整	ととのえ
整容	せいよう
整理	せいり
整理整頓	せいりせいとん
敷	しき
敷地内	しきちない
文化	ぶんか
文字	もじ
料理	りょうり
新	あたら
新人職員	しんじんしょくいん
新聞紙	しんぶんし
方	かた
方向	ほうこう
方向性	ほうこうせい
方法	ほうほう
方針	ほうしん
施策	しさく
施設	しせつ
施設入所支援	しせつにゅうしょしえん
施設利用	しせつりよう
施設職員	しせつしょくいん
施設長	しせつちょう
旅行	りょこう
日	ひ
日中	にっちゅう
日中同	にっちゅうおな
日中活動	にっちゅうかつどう
日付	ひづけ
日分	ひぶん
日常	にちじょう
日常生活	にちじょうせいかつ
日常生活動作	にちじょうせいかつどうさ
日常生活自立度判定基準	にちじょうせいかつじりつどはんていきじゅん
日常生活自立支援事業	にちじょうせいかつじりつしえんじぎょう
日常行動	にちじょうこうどう
日本	にほん
日本人	にほんじん
日本国憲法	にほんこくけんぽう
日本語	にほんご
日課	にっか
日間	にちかん
早	はや
明	あかる
明確	めいかく
明確化	めいかくか
昔	むかし
昨年	さくねん
昨日	きのう
昼	ひる
昼夜	ちゅうや
昼寝	ひるね
昼間	ひるま
昼間眠	ひるまねむ
昼食	ちゅうしょく
昼食中	ちゅうしょくちゅう
昼食時	ちゅうしょくじ
時	とき
時に	じに
時点	じてん
時計回	とけいまわ
時間	じかん
時間以上	じかんいじょう
時間前	じかんまえ
時間帯	じかんたい
時間未満	じかんみまん
普及啓発	ふきゅうけいはつ
暖房	だんぼう
暗順応	あんじゅんのう
暮	くら
書	か
書く	かく
替	か
最	もっと
最優先	さいゆうせん
最初	さいしょ
最善	さいぜん
最大	さいだい
最大限	さいだいげん
最小限	さいしょうげん
最後	さいご
最期	さいご
最表面	さいひょうめん
最近	さいきん
最近仕事	さいきんしごと
月	つき
月から	げつから
月前	げつまえ
月後	げつご
月生	がつうま
月程度	つきていど
有効	ゆうこう
有効期限	ゆうこうきげん
有料	ゆうりょう
有料老人	ゆうりょうろうじん
有棘層	ゆうきょくそう
服用	ふくよう
服薬	ふくやく
服薬管理	ふくやくかんり
望	のぞみ
朝	あさ
朝起	あさおき
朝食	ちょうしょく
期	き
期待	きたい
未婚	みこん
未満	みまん
未開封	みかいふう
本	ほん
本人	ほんんにん
本人発信支援	ほんにはっしんしえん
本吸	ほんすい
杖	つえ
杖歩行	つえほこう
条件	じょうけん
条約	じょうやく
来	き
来店	らいてん
杯	はい
東京	とうきょう
柄	がら
柄物	がらもの
柔	やわらか
柱	はしら
柵	さく
栄養剤	えいようざい
栄養摂取	えいようせっしゅ
栄養素	えいようそ
栄養障害	えいようしょうがい
椅子	いす
植木	うえき
検討	けんとう
業	ぎょう
業務	ぎょうむ
業務上	ぎょうむじょう
業務継続計画	ぎょうむけいぞくけいかく
楽	たのしい
構築	こうちく
構造	こうぞう
構造等	こうぞうとう
構音障害	こうおんしょうがい
様々	さまざま
様子	ようす
様態	ようだい
標準化	ひょうじゅんか
標準的	ひょうじゅんてき
模様	もよう
権利	けんり
権利侵害	けんりしんがい
横	よこ
横行結腸	おうこうけっちょう
橈骨動脈	とうこつどうみゃく
機会	きかい
機構	きこう
機能	きのう
機能低下	きのうていか
機能停止	きのうていし
機能局在	きのうきょくざい
機能訓練	きのうくんれん
機能障害	きのうしょうがい
機関	きかん
欠損	けっそん
次	つぎ
次亜塩素酸	じあえんそさん
欲求	よっきゅう
欲求階層説	よっきゅうかいそうせつ
歌	うた
止	とめ
正	ただ
正し	ただし
正常時	せいじょうじ
歩	ある
歩き	あるき
歩幅	ほはば
歩行	ほこう
歩行時	ほこうじ
歩行機能	ほこうきのう
歩行障害	ほこうしょうがい
歯	は
歯周	ししゅう
歯周病	ししゅうびょう
歯垢	しこう
歯科衛生士	しかえいせいし
歯髄	しずい
歳	さい
歳以上	さいいじょう
歳以上同士	さいいじょうどうし
歳半	さいはん
歳未満	さいみまん
歴史的展開	れきしてきてんかい
死	し
死別	しべつ
死後	しご
残	のこ
残存能力	ざんぞんのうりょく
段差	だんさ
段階	だんかい
母	はは
母親	ははおや
母語	ぼご
毎回固定	まいかいこてい
毎年	まいとし
毎年施策	まいとししさく
毎日	まいにち
毎日散歩	まいにちさんぽ
毎日歩	まいにちある
毎日決	まいにちき
毎日行	まいにちおこな
毎晩	まいばん
毎晩飲酒	まいばんいんしゅ
比	くら
比較	ひかく
比較的	ひかくてき
比較的短	ひかくてきみじか
毛細血管	もうさいけっかん
民法	みんぽう
民生委員	みんせいいいん
民間企業	みんかんきぎょう
気	き
気分	きぶん
気心	きごころ
気持	きも
気管	きかん
水	みず
水分	すいぶん
水分摂取	すいぶんせっしゅ
水分摂取量	すいぶんせっしゅりょう
水分補給	すいぶんほきゅう
水平	すいへい
水晶体	すいしょうたい
水様	すいよう
求	もとめ
汗	あせ
汗腺	かんせん
汚れ	よごれ
決	き
決め	きめ
決定	けってい
沈	しず
沈着	ちんちゃく
治療	ちりょう
沿	そ
泊	とま
法	ほう
法人	ほうじん
法令	ほうれい
法制度	ほうせいど
法定後見	ほうていこうけん
法定後見制度	ほうていこうけんせいど
法定雇用率	ほうていこようりつ
法律	ほうりつ
泣	なき
泥状	でいじょう
注入	ちゅうにゅう
注意	ちゅうい
注意欠陥多動性障害	ちゅういけっかんただ動せいしょうがい
注意障害	ちゅういしょうがい
注文	ちゅうもん
洋式	ようしき
洗体用	せんたいよう
洗浄	せんじょう
洗浄水	せんじょうすい
洗濯	せんたく
洗濯方法	せんたくほうほう
洗面器	せんめんき
洗顔	せんがん
洗髪	せんぱつ
活動	かつどう
活動内容	かつどうないよう
活動制限	かつどうせいげん
活動性	かつどうせい
活性化	かっせいか
活用	かつよう
活発	かっぱつ
流	ながれ
流動状	りゅうどうじょう
浅	あさい
浮	うき
浮気相手	うわきあいて
浴	よく
浴室	よくしつ
浴槽	よくそう
浴槽内	よくそうない
浴槽用手	よくそうようて
海外	かいがい
海馬	かいば
浸	ひたし
浸透	しんとう
消化器症状	しょうかきしょうじょう
消毒	しょうどく
消費期限	しょうひきげん
液	えき
液状	えきじょう
深	ふかい
深刻	しんこく
混乱	こんらん
混乱期	こんらんき
混濁	こんだく
添	そ
清拭	せいしき
清拭時	せいしきじ
清浄綿	せいじょうめん
清潔	せいけつ
渇	かわ
済	すみ
減	へ
減弱	げんじゃく
渡	わた
温度	おんど
温度覚	おんどかく
温水	おんすい
温泉	おんせん
測定	そくてい
湯	ゆ
湿度	しつど
湿気	しっけ
満足	まんぞく
満足度	まんぞくど
準備	じゅんび
準備期	じゅんびき
溢流性尿失禁	いつりゅうせいにょうしっきん
滅菌手袋	めっきんてぶくろ
滅菌蒸留水	めっきんじょうりゅうすい
滑	すべ
滴下速度	てきかそくど
漂白剤	ひょうはくざい
潜在	せんざい
潜在意識	せんざいいしき
激励	げきれい
災害対策基本法	さいがいたいさくきほんほう
災害時	さいがいじ
災害時等	さいがいじとう
災害派遣福祉	さいがいはけんふくし
炎症	えんしょう
炭酸水	たんさんすい
点	てん
点以下	てんいか
点字器	てんじき
点満点	てんまんてん
無反応	むはんのう
無地	むじ
無断	むだん
無言	むごん
照ら	てら
照明	しょうめい
煮沸消毒	しゃふつしょうどく
熱中症	ねっちゅうしょう
熱中症対策	ねっちゅうしょうたいさく
熱傷	ねっしょう
熱湯	ねっとう
父	ちち
父親	ちちおや
片側	かたがわ
片麻痺	かたまひ
牛乳	ぎゅうにゅう
物	もの
物忘	ものわすれ
特	とく
特別	とくべつ
特定	とくてい
特徴	とくちょう
特徴的	とくちょうてき
特有	とくゆう
特殊寝台	とくしゅしんだい
特異	とくい
犬	いぬ
状態	じょうたい
状況	じょうきょう
状況把握	じょうきょうはあく
状結腸	じょうけっちょう
独居	どっきょ
狭	せま
猫	ねこ
献立	こんだて
玄関	げんかん
玄関前	げんかんまえ
現	あらわ
現在	げんざい
現在発語訓練	げんざいはつごくんれん
現場	げんば
現実	げんじつ
現象	げんしょう
理学療法士	りがくりょうほうし
理念	りねん
理由	りゆう
理解	りかい
環境	かんきょう
環境基本法	かんきょうきほんほう
環境温度	かんきょうおんど
甘	あまい
生	い
生か	いか
生じ	しょうじ
生命	せいめい
生存	せいぞん
生存権	せいぞんけん
生後	せいご
生殖機能	せいしょくきのう
生活	せいかつ
生活介護	せいかつかいご
生活保護	せいかつほご
生活保護制度	せいかつほごせいど
生活史	せいかつし
生活困窮者住居確保給付金	せいかつこんきゅうしゃじゅうきょかくほきゅうふきん
生活困窮者自立支援法	せいかつこんきゅうしゃじりつしえんほう
生活困窮者自立相談支援事業	せいかつこんきゅうしゃじりつそうだんしえんじぎょう
生活援助	せいかつえんじょ
生活支援	せいかつしえん
生活支援員	せいかつしえんいん
生活支援技術	せいかつしえんぎじゅつ
生活様式	せいかつようしき
生活相談	せいかつそうだん
生活範囲	せいかつはんい
生活課題	せいかつかだい
生理的	せいりてき
生理的欲求	せいりてきよくきゅう
生理的狭窄部	せいりてききょうさくぶ
産業医	さんぎょうい
用	よう
用具	ようぐ
用意	ようい
用語	ようご
申	もうし
申請	しんせい
男性	だんせい
留意	りゅうい
留意点	りゅういてん
番号	ばんごう
異	ことなり
異常	いじょう
疎通	そつう
疑	うたが
疑い	うたがい
疑っ	うたがっ
疲	つかれ
疼痛	とうつう
疾患	しっかん
病	やまい
病態	びょうたい
病気	びょうき
病状	びょうじょう
病識低下	びょうしくていか
病院	びょういん
症候群	しょうこうぐん
症状	しょうじょう
痛	いた
痛い	いたい
痛み	いたみ
痰	たん
療育手帳	りょういくてちょう
療養	りょうよう
療養介護	りょうようかいご
癒着	ゆちゃく
発信	はっしん
発展	はってん
発汗	はっかん
発生	はっせい
発症	はっしょう
発見	はっけん
発言	はつげん
発話	はつわ
発語	はつご
発語訓練	はつごくんれん
発赤	ほっせき
発達	はったつ
発達期	はったつき
発達課題	はったつかだい
発達障害者支援	はったつしょうがいしゃしえん
発音	はつおん
白内障	は内しょう
白杖	はくじょう
白湯	さゆ
白髪	しらが
皆	みな
皮下組織	ひかそしき
皮脂腺	ひしせん
皮膚	ひふ
皮膚感覚	ひふかんかく
皿	さら
盗	ぬす
盛	もり
監督	かんとく
目	め
目印	めじるし
目安	めやす
目指	めざ
目標	もくひょう
目標距離	もくひょうきょり
目標達成時	もくひょうたっせいじ
目的	もくてき
目立	めだ
盲導犬	もうどうけん
盲腸	もうちょう
直	ただ
直接	ちょくせつ
直接照明	ちょくせつしょうめい
直接関	ちょくせつかかわ
直腸	ちょくちょう
相当	そうとう
相手	あいて
相談	そうだん
相談支援専門員	そうだんしえんせんもんいん
省略	しょうりゃく
看取	みとり
看護	かんご
看護師	かんごし
看護職	かんごしょく
真皮	しんぴ
眠	ねむ
眠気	ねむけ
着	き
着替	きがえ
着目	ちゃくもく
着脱	ちゃくだつ
睡眠	すいみん
睡眠中	すいみんちゅう
睡眠時間	すいみんじかん
睡眠状態	すいみんじょうたい
睡眠薬	すいみんやく
睡眠行動障害	すいみんこうどうしょうがい
睡眠障害	すいみんしょうがい
瞳孔散大	どうこうさんだい
矢印	やじるし
知	し
知的	ちてき
知的障害	ちてきしょうがい
知的障害者	ちてきしょうがいしゃ
知能	ちのう
知識	ちしき
短	みじか
短時間	たんじかん
短期	たんき
短期入所	たんきにゅうしょ
短期目標	たんきもくひょう
短期記憶	たんききおく
石	いし
砂糖	さとう
研究目的	けんきゅうもくてき
硝子体	しょうしたい
硬	かた
硬組織	こうそしき
確保	かくほ
確立	かくりつ
確認	かくにん
磨	みがき
示	しめ
社交集団	しゃこうしゅうだん
社会	しゃかい
社会生活	しゃかいせいかつ
社会的	しゃかいてき
社会的役割	しゃかいてきやくわり
社会的行動障害	しゃかいてきこうどうしょうがい
社会的責任	しゃかいてきせきにん
社会的障壁	しゃかいてきしょうへき
社会福祉	しゃかいふくし
社会福祉基礎構造改革	しゃかいふくしきそこうぞうかいかく
社会福祉士	しゃかいふくしし
社会福祉士及	しゃかいふくししおよび
社会福祉法	しゃかいふくしほう
社会福祉法人	しゃかいふくしほうじん
社会資源	しゃかいしげん
神経	しんけい
神経伝達物質	しんけいでんたつぶっしつ
神経性無食欲症	しんけいせいむしょくよくしょう
神経細胞	しんけいさいぼう
神経膠細胞	しんけいこうさいぼう
祭	まつ
禁	きん
禁止	きんし
福祉	ふくし
福祉事務所	ふくじじむしょ
福祉六法	ふくしろっぽう
福祉制度	ふくじせいど
福祉用具	ふくしようぐ
福祉用具専門相談員	ふくじようぐせんもんそうだんいん
福祉電話	ふくしでんわ
私	わたし
私物	しぶつ
秘密保持義務	ひみつほじぎむ
移	うつり
移乗	いじょう
移乗台	いじょうだい
移動	いどう
移動空間	いどうくうかん
移動範囲	いどうはんい
移行	いこう
程度	ていど
種類	しゅるい
積	つ
積極的	せっきょくてき
穏	おだ
空気	くうき
空腸	くうちょう
空間	くうかん
窓	まど
窓口	まどぐち
立	たち
立位	りつい
立位保持	りついほじ
立場	たちば
立案	りつあん
端	はし
端座位	たんざい
笑顔	えがお
第	だい
第一号通所事業	だいいちごうつうしょじぎょう
第二反抗期	だいにはんこうき
第二次世界大戦後	だいにじせかいたいせんご
等利用計画	とうりようけいかく
等級	とうきゅう
筋力	きんりょく
筋固縮	きんこしゅく
筋線維	きんせんい
筋肉	きんにく
筋萎縮性側索硬化症	きんいしゅくせいじくさくこうかしょう
答	こた
策定	さくてい
策定後	さくていご
管	くだ
管理	かんり
管理体制	かんりたいせい
管理責任者	かんりせきにんしゃ
箸	はし
範囲	はんい
粘性	ねんせい
粥状	かゆじょう
精神保健	せいしんほけん
精神薄弱者福祉法	せいしんはくじゃくしゃふくしほう
精神障害	せいしんしょうがい
精神障害者	せいしんしょうがいしゃ
糖尿病	とうにょうびょう
約	やく
紙	かみ
紫外線	しがいせん
細	ほそい
細胞	さいぼう
紹介	しょうかい
終	おわり
終了	しゅうりょう
終了後	しゅうりょうご
終末期	しゅうまつき
終身	しゅうしん
組	くみ
組合	くみあい
組織	そしき
経口摂取	けいこうせっしゅ
経済状況	けいざいじょうきょう
経管栄養	けいかんえいよう
経管栄養中	けいかんえいようちゅう
経過	けいか
経過的軽費老人	けいかてきけいひろうじん
経験	けいけん
経鼻経管栄養	けいびけいかんえいよう
結婚	けっこん
結晶性知能	けっしょうせいちのう
結果	けっか
結核	けっかく
絞	しぼり
給与	きゅうよ
給付	きゅうふ
絨毛	じゅうもう
統一	とういつ
統合	とうごう
統合化	とうごうか
統合失調症	とうごうしっちょうしょう
絵	え
絹	きぬ
絹製品	きぬせいひん
継続	けいぞく
継続雇用制度	けいぞくこようせいど
続	つづ
維持	いじ
網膜	もうまく
綿	めん
緊張	きんちょう
緊張感	きんちょうかん
緊急時	きんきゅうじ
総合	そうごう
総合問題	そうごうもんだい
総合的	そうごうてき
総義歯	そうぎし
線検査	せんけんさ
編成	へんせい
縁	ふち
縦	たて
縮小	しゅくしょう
繁盛	はんじょう
繊維	せんい
繰	く
缶詰	かんづめ
置	お
置い	おい
置か	おか
置く	おく
美	うつく
羞恥心	しゅうちしん
義務	ぎむ
義歯	ぎし
義肢装具士	ぎしそうぐし
習慣	しゅうかん
老人	ろうじん
老人性皮膚掻痒症	ろうじんせいひふそうようしょう
老化	ろうか
老年症候群	ろうねんしょうこうぐん
老性自覚	ろうせいじかく
老齢年金制度	ろうれいねんきんせいど
考	かんが
考慮	こうりょ
者	もの
耐	たえ
耳介	じかい
耳垢	じこう
聞	き
聴	き
聴力	ちょうりょく
聴神経	ちょうしんけい
聴覚	ちょうかく
聴覚認知機能	ちょうかくにんちきのう
聴覚障害	ちょうかくしょうがい
聴覚障害者	ちょうかくしょうがいしゃ
職	しょく
職員	しょくいん
職員個人	しょくいんこじん
職員間	しょくいんかん
職場	しょくば
職場環境	しょくばかんきょう
職業倫理	しょくぎょうりんり
職種	しょくしゅ
肉	にく
肉入	にくいり
肘	ひじ
肩	かた
肩関節	かたかんせつ
育	そだ
肺	はい
肺動脈	はいどうみゃく
肺炎球菌	はいえんきゅうきん
胃	い
胃底部	いていぶ
胃液分泌	いえきぶんぴつ
背中	せなか
背臥位	はいがい
背部	はいぶ
胸	むね
胸膜	きょうまく
胸部	きょうぶ
胸骨	きょうこつ
胸骨圧迫	きょうこつあっぱく
能力	のうりょく
脂質異常症	ししついじょうしょう
脈拍	みゃくはく
脈絡膜	みゃくらくまく
脊髄	せきずい
脊髄損傷	せきずいそんしょう
脚	あし
脱	ぬ
脱水	だっすい
脱水時間	だっすいじかん
脳	のう
脳出血	のうしゅっけつ
脳性麻痺	のうせいまひ
脳梗塞	のうこうそく
脳神経	のうしんけい
脳細胞	のうさいぼう
脳血管障害	のうけっかんしょうがい
腎機能	じんきのう
腕	うで
腸	ちょう
腸蠕動	ちょうぜんどう
腹	はら
腹部	ふくぶ
腹部膨満感	ふくぶぼうまんかん
腿	ふともも
膝	ひざ
膣	ちつ
膨満	ぼうまん
臥床	がしょう
臨床的認知症尺度	りんしょうてきにんちしょうしゃくど
自	みずか
自主的	じしゅてき
自信	じしん
自分	じぶん
自分一人	じぶんひとり
自分自身	じぶんじしん
自力	じりき
自力摂取	じりきせっしゅ
自助	じじょ
自助具	じじょぐ
自宅	じたく
自室	じしつ
自己	じこ
自己中心性	じこちゅうしんせい
自己免疫	じこめんえき
自己判断	じこはんだん
自己同一性	じこどういつせい
自己実現欲求	じこじつげんよくきゅう
自己愛	じこあい
自己覚知	じこかくち
自己開示	じこかいじ
自己防衛	じこぼうえい
自律神経症状	じりつしんけいしょうじょう
自我	じが
自由	じゆう
自発的活動支援	じはつてきかつどうしえん
自立	じりつ
自立度	じりつど
自立支援	じりつしえん
自立支援医療制度	じりつしえんいりょうせいど
自立支援給付	じりつしえんきゅうふ
自立生活援助	じりつせいかつえんじょ
自立生活運動	じりつせいかつうんどう
自立観	じりつかん
自立訓練	じりつくんれん
自覚	じかく
自責	じせき
自走	じそう
自身	じしん
自閉症	じへいしょう
興味	きょうみ
興奮	こうふん
舌	した
舌下神経	ぜっかしんけい
舌先	したさき
良	よ
良好	りょうこう
良心	りょうしん
良肢位	りょうしい
良質	りょうしつ
色	いろ
苛立	いらだ
若	わかい
若年性	じゃくねんせい
若年性認知症支援	じゃくねんせいにんちしょうしえん
苦	くる
苦情	くじょう
苦手	にがて
苦痛	くつう
茶	ちゃ
菌	きん
萎縮	いしゅく
落	お
著	いちじる
蒸	む
薬	くすり
虐待	ぎゃくたい
蠕動運動	ぜんどううんどう
血圧	けつあつ
血圧測定	けつあつそくてい
血族	けつぞく
血液	けつえき
血管性認知症	けっかんせいにんちしょう
行け	いけ
行動	こうどう
行動援護	こうどうえんご
行政	ぎょうせい
行政職員	ぎょうせいしょくいん
行為	こうい
衣服	いふく
衣装	いしょう
衣類	いるい
表	ひょう
表出	ひょうしゅつ
表情	ひょうじょう
表現	ひょうげん
表皮	ひょうひ
表示	ひょうじ
表面	ひょうめん
表面化	ひょうめんか
衰	おとろえ
袋	ふくろ
袖	そで
被害妄想	ひがいもうそう
被災者	ひさいしゃ
装具	そうぐ
装甲	そうこう
装置	そうち
補	おぎな
補給	ほきゅう
補聴器	ほちょうき
補装具	ほそうぐ
補足	ほそく
補足性	ほそくせい
補高便座	ほこうべんざ
複数	ふくすう
複数人	ふくすうにん
褥瘡	じょくそう
襟元	えりもと
要	かなめ
要介護	ようかいご
要介護度	ようかいごど
要介護者	ようかいごしゃ
要介護者等	ようかいごしゃとう
要介護認定	ようかいごにんてい
要介護高齢者	ようかいごこうれいしゃ
要因	よういん
要支援	ようしえん
要支援者	ようしえんしゃ
要望	ようぼう
要約	ようやく
要要約筆記	ようやくひっき
要配慮	ようはいりょ
要配慮者	ようはいりょしゃ
見	み
見守	みまも
見当識	けんとうしき
見当識障害	けんとうしきしょうがい
見直	みなお
規定	きてい
視力低下	しりょくていか
視力障害	しりょくしょうがい
視床下部	ししょうかぶ
視点	してん
視覚	しかく
視覚情報	しかくじょうほう
視覚的環境	しかくてきかんきょう
視覚的認識	しかくてきにんしき
視覚素材問題	しかくそざいもんだい
視覚障害	しかくしょうがい
視覚障害者	しかくしょうがいしゃ
覚	おぼえ
覚知	かくち
覚醒	かくせい
親	おや
親族	しんぞく
親族関係	しんぞくかんけい
観察	かんさつ
観念失行	かんねんしっこう
観点	かんてん
角化型疥癬	かくかがたかいせん
角膜	かくまく
角質層	かくしつそう
解	と
解散	かいさん
解決	かいけつ
解釈	かいしゃく
解除	かいじょ
触	ふれ
言	い
言葉	ことば
言語	げんご
言語的	げんごてき
言語聴覚士	げんごちょうかくし
言語障害	げんごしょうがい
計画	けいかく
計画書	けいかくしょ
訓練	くんれん
訓練等給付	くんれんとうきゅうふ
記入	きにゅう
記念品	きねんひん
記憶	きおく
記憶障害	きおくしょうがい
記載	きさい
記載箇所	きさいかしょ
記述	きじゅつ
記録	きろく
訪	たず
訪問	ほうもん
訪問介護	ほうもんかいご
訪問介護事業所	ほうもんかいごじぎょうしょ
訪問介護員	ほうもんかいごいん
訪問介護計画	ほうもんかいごけいかく
訪問回数	ほうもんかいすう
訪問型	ほうもんがた
訪問看護	ほうもんかんご
訪室	ほうしつ
設	もうけ
設備	せつび
設備基準	せつびきじゅん
設定	せってい
設立時	せつりつじ
設置	せっち
許	ゆる
訴	うった
診断	しんだん
診療所	しんりょうじょ
診療所敷地内	しんりょうしょしきちない
評価	ひょうか
評価日	ひょうかび
評議員会	ひょうぎいんかい
話	はな
話し合う	はなしあう
話す	はなす
話そ	はなそ
話題	わだい
該当	がいとう
詳	くわ
認	みと
認可	にんか
認定	にんてい
認定結果	にんていけっか
認定調査員	にんていちょうさいん
認知	にんち
認知機能	にんちきのう
認知機能障害	にんちきのうしょうがい
認知症	にんちしょう
認知症介護指導者	にんちしょうかいごしどうしゃ
認知症初期集中支援	にんちしょうしょきしゅうちゅうしえん
認知症対応型共同生活介護	にんちしょうたいおうがたきょうどうせいかつかいご
認知症施策推進大綱	にんちしょうしさくすいしんたいこう
認知症疾患医療	にんちしょうしっかんいりょう
認知症高齢者	にんちしょうこうれいしゃ
認知症高齢者等	にんちしょうこうれいしゃとう
認識	にんしき
誕生日	たんじょうび
誘	さそ
誘導	ゆうどう
語	かた
語彙爆発	ごいばくはつ
誤嚥	ごえん
説得	せっとく
説明	せつめい
説明書	せつめいしょ
読	よ
誰	だれ
課題	かだい
課題解決	かだいかいけつ
調整	ちょうせい
調査	ちょうさ
調査結果	ちょうさけっか
調理	ちょうり
調理中	ちょうりちゅう
調理師	ちょうりし
調節	ちょうせつ
請求	せいきゅう
負	ま
負担	ふたん
財布	さいふ
財源	ざいげん
財産	ざいさん
財産処分	ざいさんしょぶん
財産権	ざいさんけん
財産管理	ざいさんかんり
貢献	こうけん
責	せめ
責任	せきにん
責任者	せきにんしゃ
責務	せきむ
貯	ため
貯留	ちょりゅう
貯留物	ちょりゅうぶつ
貯金	ちょきん
買	か
買物	かいもの
貸与	たいよ
貼	は
賃金	ちんぎん
資料	しりょう
資格取得	しかくしゅとく
資格更新研修	しかくこうしんけんしゅう
資源	しげん
資産	しさん
資質向上	ししつこうじょう
賞味期限	しょうみきげん
賞味期限切	しょうみきげんぎ
賞賛	しょうさん
質	しつ
質問	しつもん
購入	こうにゅう
赤	あか
起	お
起床	きしょう
起床介助	きしょうかいじょ
起床後	きしょうご
起床時	きしょうじ
起立性低血圧	きりつせいていけつあつ
超	こ
趣味	しゅみ
足	あし
足底	そくてい
足根骨	そっこんこつ
足部	そくぶ
足関節	そくかんせつ
踵	かかと
身	み
身体	しんたい
身体構造	しんたいこうぞう
身体機能	しんたいきのう
身体活動	しんたいかつどう
身体状況	しんたいじょうきょう
身体的	しんたいてき
身体的疾患	しんたいてきしっかん
身体的虐待	しんたいてきぎゃくたい
身体的要因	しんたいてきよういん
身体障害	しんたいしょうがい
身体障害者	しんたいしょうがいしゃ
身体障害者手帳	しんたいしょうがいしゃてちょう
身体障害者更生相談所	しんたいしょうがいしゃこうせいそうだんじょ
身体障害者福祉法	しんたいしょうがいしゃふくしほう
身元保証	みもとほしょう
身振	みぶ
身辺	しんぺん
身近	みぢか
車	くるま
軟便	なんべん
軟化	なんか
軟膏	なんこう
転倒	てんとう
転居	てんきょ
転職	てんしょく
転院	てんいん
軽	かる
軽作業	けいさぎょう
軽度	けいど
軽快	けいかい
軽減	けいげん
辞	じ
込	こ
迎	むか
近	ちか
近所	きんじょ
近時記憶	きんじきおく
近隣	きんりん
返	かえ
返事	へんじ
返答	へんとう
迷走神経	めいそうしんけい
退屈	たいくつ
退職	たいしょく
退職後	たいしょくご
退院	たいいん
退院後	たいいんご
送	おく
送迎	そうげい
逃	にげ
逆流	ぎゃくりゅう
透明	とうめい
途中	とちゅう
通	かよ
通し	とおし
通じ	つうじ
通報	つうほう
通常	つうじょう
通所	つうしょ
通所介護	つうしょかいご
通所型	つうしょがた
通路	つうろ
通過	つうか
速や	すみや
造設	ぞうせつ
連れて行った	つれていった
連携	れんけい
連絡	れんらく
週	しゅう
週所定労働時間	しゅうしょていろうどうじかん
週間	しゅうかん
週間前	しゅうかんまえ
週間取得	しゅうかんしゅとく
進	すす
進捗	しんちょく
進行	しんこう
遂行	すいこう
遂行機能障害	すいこうきのうしょうがい
遅	おく
遊	あそ
運動	うんどう
運動失調	うんどうしっちょう
運動発達	うんどうはったつ
運動神経	うんどうしんけい
運動野	うんどうや
運営	うんえい
運営適正化委員会	うんえいてきせいかいいんかい
過	す
過去	かこ
過程	かてい
道	みち
道徳心	どうとくしん
達成	たっせい
達成可能	たっせいかのう
達成状況	たっせいじょうきょう
違	ちが
適	てき
適切	てきせつ
適応	てきおう
適応力	てきおうりょく
遵守	じゅんしゅ
選	えら
選任	せんにん
選択	せんたく
選択的聴取	せんたくてきちょうしゅ
選択肢	せんたくし
避	さ
避難	ひなん
避難所	ひなんじょ
避難所内	ひなんじょない
部	ぶ
部位	ぶい
部分床	ぶぶんしょう
部分床義歯	ぶぶんしょうぎし
部屋	へや
都合	つごう
都道府県	とどうふけん
配	くば
配布	はいふ
配慮	はいりょ
配置	はいち
配膳	はいぜん
配食	はいしょく
酢	す
酸素	さんそ
酸素系	さんそけい
酸素系漂白剤	さんそけいひょうはくざい
重	おもい
重度	じゅうど
重度期以降	じゅうどきいこう
重点	じゅうてん
重症度分類	じゅうしょうどぶんるい
重要	じゅうよう
重視	じゅうし
量	りょう
金	かね
金銭	きんせん
金銭管理	きんせんかんり
鍵	かぎ
鍵付	かぎつき
鑑別診断	かんべつしんだん
長	なが
長年診療所	ながねんしんりょうしょ
長年飼	ながねんかい
長所	ちょうしょ
長期入院	ちょうきにゅういん
長期化	ちょうきか
長期間	ちょうきかん
長生	ながい
長男	ちょうなん
閉	と
閉じ	とじ
閉塞性動脈硬化症	へいそくせいどうみゃくこうかしょう
